[MM] Killing old instance PID 80431
[MM] Killing old instance PID 80467
[MM] === BTC 15-min Spread Scalper ===
[MM] UTC: 2026-03-31 02:50:21.200909+00:00
[MM] size=6.0  sell_deadline=+0s  poll=1.0s
[MM] Balance: $20.17
[MM] --- main loop #1 @ 02:50:22 UTC ---
[MM] Streak: 1x DN → enter 600s before start

[MM] ==================================================
[MM] Bitcoin Up or Down - March 30, 11:00PM-11:15PM ET
[MM] start=2026-03-31T03:00:00+00:00  sell_deadline=+0s
[MM] Side: UP (bid depth UP=4540 vs DN=717)
[MM] Trading UP token=11847292330016590094...
[MM] Balance: $20.17
[MM] --- Round 1 (UP) ---
[BUY] BUY 6sh @ 0.46  oid=0x299c08a387bc85b95a537805654012f0dfb433100a7b2a943328d87435044071
[MM] bb=0.46 ba=0.47 sp=0.01 | BUY@0.46 | bal=0.00 | 572s to start
[MM] bb=0.45 ba=0.46 | SELL@0.47 bought@0.46 PROFIT:+0.06 | bal=6.00 | 36.3s left
[BOOK] retry 1/2: PolyApiException[status_code=None, error_message=Request exception!]
[MM] bb=0.45 ba=0.46 | SELL@0.47 bought@0.46 PROFIT:+0.06 | bal=6.00 | 34.9s left
[MM] bb=0.45 ba=0.46 | SELL@0.47 bought@0.46 PROFIT:+0.06 | bal=6.00 | 27.0s left
[MM] bb=0.45 ba=0.46 | SELL@0.47 bought@0.46 PROFIT:+0.06 | bal=6.00 | 25.6s left
[MM] bb=0.45 ba=0.46 | SELL@0.47 bought@0.46 PROFIT:+0.06 | bal=6.00 | 24.2s left
[MM] bb=0.45 ba=0.46 | SELL@0.47 bought@0.46 PROFIT:+0.06 | bal=6.00 | 22.8s left
[MM] bb=0.45 ba=0.46 | SELL@0.47 bought@0.46 PROFIT:+0.06 | bal=6.00 | 21.5s left
[MM] bb=0.45 ba=0.46 | SELL@0.47 bought@0.46 PROFIT:+0.06 | bal=6.00 | 20.1s left
[MM] bb=0.45 ba=0.46 | SELL@0.47 bought@0.46 PROFIT:+0.06 | bal=6.00 | 17.3s left
[MM] bb=0.45 ba=0.46 | SELL@0.47 bought@0.46 PROFIT:+0.06 | bal=6.00 | 15.9s left
[MM] bb=0.45 ba=0.46 | SELL@0.47 bought@0.46 PROFIT:+0.06 | bal=6.00 | 14.6s left
[MM] bb=0.45 ba=0.46 | SELL@0.47 bought@0.46 PROFIT:+0.06 | bal=6.00 | 13.2s left
[MM] bb=0.45 ba=0.46 | SELL@0.47 bought@0.46 PROFIT:+0.06 | bal=6.00 | 11.8s left
[MM] bb=0.45 ba=0.46 | SELL@0.47 bought@0.46 PROFIT:+0.06 | bal=6.00 | 10.4s left
[MM] bb=0.45 ba=0.46 | SELL@0.47 bought@0.46 PROFIT:+0.06 | bal=6.00 | 9.0s left
[MM] bb=0.45 ba=0.46 | SELL@0.47 bought@0.46 PROFIT:+0.06 | bal=6.00 | 7.6s left
[MM] bb=0.45 ba=0.46 | SELL@0.47 bought@0.46 PROFIT:+0.06 | bal=6.00 | 6.2s left
[MM] bb=0.45 ba=0.47 | SELL@0.47 bought@0.46 PROFIT:+0.06 | bal=6.00 | 4.8s left
[MM] bb=0.46 ba=0.47 | SELL@0.47 bought@0.46 PROFIT:+0.06 | bal=6.00 | 3.4s left
[MM] bb=0.45 ba=0.47 | SELL@0.47 bought@0.46 PROFIT:+0.06 | bal=6.00 | 2.0s left
[MM] bb=0.45 ba=0.47 | SELL@0.47 bought@0.46 PROFIT:+0.06 | bal=6.00 | 0.6s left
[MM] SELL DEADLINE (bought @ 0.46)
[SELL] cancelled 0x8bf8a37c6a02b5...
[MM] Market selling 2.18sh
[CLOSE] FOK skip: 2.18sh × $0.42 = $0.92 < $1 min
[MM] Position too small to sell via FOK, will resolve naturally
[MM] CLEANUP DN: 2.18sh worth $0.94 < $1, skipping
[MM] --- main loop #7 @ 03:30:08 UTC ---
[MM] Streak: 0x NONE → enter 600s before start
[MM] next: Bitcoin Up or Down - March 30, 11:45PM-12:00AM ET in 891s, waiting 291s
[MM] --- main loop #8 @ 03:35:00 UTC ---
[MM] Streak: 4x DN → enter 300s before start
[MM] next: Bitcoin Up or Down - March 30, 11:45PM-12:00AM ET in 599s, waiting 299s
[MM] --- main loop #9 @ 03:40:01 UTC ---
[MM] Streak: 4x DN → enter 300s before start

[MM] ==================================================
[MM] Bitcoin Up or Down - March 30, 11:45PM-12:00AM ET
[MM] start=2026-03-31T03:45:00+00:00  sell_deadline=+0s
[MM] Side: UP (bid depth UP=2657 vs DN=1771)
[MM] Trading UP token=13332770786211125324...
[MM] Balance: $20.17
[MM] --- Round 1 (UP) ---
[BUY] BUY 6sh @ 0.54  oid=0x1b0f2dc4a1d3f15928c92176d008eccffc5969527d0acf62309275cc67112d78
[MM] bb=0.54 ba=0.55 sp=0.01 | BUY@0.54 | bal=0.00 | 291s to start
[MM] bb=0.54 ba=0.55 sp=0.01 | BUY@0.54 | bal=0.00 | 282s to start
[MM] bb=0.54 ba=0.55 sp=0.01 | BUY@0.54 | bal=0.00 | 280s to start
[MM] bb=0.54 ba=0.55 sp=0.01 | BUY@0.54 | bal=0.00 | 271s to start
[MM] bb=0.54 ba=0.55 sp=0.01 | BUY@0.54 | bal=0.00 | 261s to start
[MM] bb=0.54 ba=0.55 sp=0.01 | BUY@0.54 | bal=0.00 | 251s to start
[BUY] cancelled 0x1b0f2dc4a1d3f1...
[BUY] BUY 6sh @ 0.55  oid=0xcf086aee93fed349aff78f6a45f553194435c92865608bb300b65ff5f927d145
[MM] BUY reported filled @ 0.55, waiting for settlement...
[MM] Settlement confirmed: 4.91sh
[MM] bal=4.91 < 5.0 min for GTC, will FOK at deadline (241s)
[MM] bal=4.91 < 5.0 min for GTC, will FOK at deadline (227s)
[MM] bal=4.91 < 5.0 min for GTC, will FOK at deadline (226s)
[MM] bal=4.91 < 5.0 min for GTC, will FOK at deadline (212s)
[MM] bal=4.91 < 5.0 min for GTC, will FOK at deadline (210s)
[MM] bal=4.91 < 5.0 min for GTC, will FOK at deadline (197s)
[MM] bal=4.91 < 5.0 min for GTC, will FOK at deadline (195s)
[MM] bal=4.91 < 5.0 min for GTC, will FOK at deadline (181s)
[MM] bal=4.91 < 5.0 min for GTC, will FOK at deadline (180s)
[MM] bal=4.91 < 5.0 min for GTC, will FOK at deadline (166s)
[MM] bal=4.91 < 5.0 min for GTC, will FOK at deadline (152s)
[MM] bal=4.91 < 5.0 min for GTC, will FOK at deadline (151s)
[MM] bal=4.91 < 5.0 min for GTC, will FOK at deadline (136s)
[MM] bal=4.91 < 5.0 min for GTC, will FOK at deadline (121s)
[MM] bal=4.91 < 5.0 min for GTC, will FOK at deadline (107s)
[MM] bal=4.91 < 5.0 min for GTC, will FOK at deadline (106s)
[MM] bal=4.91 < 5.0 min for GTC, will FOK at deadline (92s)
[MM] bal=4.91 < 5.0 min for GTC, will FOK at deadline (90s)
[MM] bal=4.91 < 5.0 min for GTC, will FOK at deadline (76s)
[MM] bal=4.91 < 5.0 min for GTC, will FOK at deadline (75s)
[MM] bal=4.91 < 5.0 min for GTC, will FOK at deadline (61s)
[MM] bal=4.91 < 5.0 min for GTC, will FOK at deadline (60s)
[MM] bal=4.91 < 5.0 min for GTC, will FOK at deadline (46s)
[MM] bal=4.91 < 5.0 min for GTC, will FOK at deadline (31s)
[MM] bal=4.91 < 5.0 min for GTC, will FOK at deadline (16s)
[MM] bal=4.91 < 5.0 min for GTC, will FOK at deadline (2s)
[MM] bal=4.91 < 5.0 min for GTC, will FOK at deadline (1s)
[MM] SELL DEADLINE (bought @ 0.55)
[MM] Market selling 4.91sh
[CLOSE] MARKET SELL 4.91sh => {'errorMsg': '', 'orderID': '0xa931ec11c530aa050ea95d36391e2c8da707f1a740b234d2df4ed9f66c54293f', 'takingAmount': '2.946', 'makingAmount': '4.91', 'status': 'matched', 'transactionsHashes': ['0xce374ccc86df431eca354a7939e835c7484811a0ed3fc5caaa305b37fea931bd'], 'success': True}
[MM] Sell pending settlement... bal=4.91
[MM] Sell pending settlement... bal=4.91
[MM] Position closed (bal=0.00)
[MM] --- main loop #10 @ 03:45:15 UTC ---
[MM] Streak: 0x NONE → enter 600s before start
[MM] next: Bitcoin Up or Down - March 31, 12:00AM-12:15AM ET in 884s, waiting 284s
[MM] --- main loop #11 @ 03:50:00 UTC ---
[MM] Streak: 5x DN → enter 300s before start
[MM] next: Bitcoin Up or Down - March 31, 12:00AM-12:15AM ET in 599s, waiting 299s
[MM] --- main loop #12 @ 03:55:02 UTC ---
[MM] Streak: 5x DN → enter 300s before start

[MM] ==================================================
[MM] Bitcoin Up or Down - March 31, 12:00AM-12:15AM ET
[MM] start=2026-03-31T04:00:00+00:00  sell_deadline=+0s
[MM] Side: DN (bid depth DN=3714 vs UP=853)
[MM] Trading DN token=89717808848600576078...
[MM] Balance: $20.31
[MM] --- Round 1 (DN) ---
[BUY] BUY 6sh @ 0.45  oid=0xd3978b69156dd37559a7bd0e37bbdf41d94c88446f2fd070f34e93076bc687f8
[MM] bb=0.45 ba=0.46 sp=0.01 | BUY@0.45 | bal=0.00 | 291s to start
[MM] bb=0.45 ba=0.46 sp=0.01 | BUY@0.45 | bal=0.00 | 282s to start
[MM] bb=0.45 ba=0.46 sp=0.01 | BUY@0.45 | bal=0.00 | 280s to start
[MM] bb=0.45 ba=0.46 sp=0.01 | BUY@0.45 | bal=0.00 | 271s to start
[MM] bb=0.45 ba=0.46 sp=0.01 | BUY@0.45 | bal=0.00 | 262s to start
[MM] bb=0.45 ba=0.46 sp=0.01 | BUY@0.45 | bal=0.00 | 252s to start
[MM] bb=0.45 ba=0.46 sp=0.01 | BUY@0.45 | bal=0.00 | 250s to start
[MM] bb=0.45 ba=0.46 sp=0.01 | BUY@0.45 | bal=0.00 | 231s to start
[MM] bb=0.45 ba=0.46 sp=0.01 | BUY@0.45 | bal=0.00 | 221s to start
[ORD] retry 1/2: PolyApiException[status_code=None, error_message=Request exception!]
[MM] bb=0.45 ba=0.46 sp=0.01 | BUY@0.45 | bal=0.00 | 211s to start
[MM] bb=0.45 ba=0.46 sp=0.01 | BUY@0.45 | bal=0.00 | 201s to start
[MM] bb=0.45 ba=0.46 sp=0.01 | BUY@0.45 | bal=0.00 | 192s to start
[MM] bb=0.45 ba=0.46 sp=0.01 | BUY@0.45 | bal=0.00 | 181s to start
[MM] bb=0.45 ba=0.46 sp=0.01 | BUY@0.45 | bal=0.00 | 171s to start
[MM] bb=0.45 ba=0.46 sp=0.01 | BUY@0.45 | bal=0.00 | 162s to start
[MM] bb=0.45 ba=0.46 sp=0.01 | BUY@0.45 | bal=0.00 | 160s to start
[MM] bb=0.45 ba=0.46 sp=0.01 | BUY@0.45 | bal=0.00 | 151s to start
[MM] bb=0.45 ba=0.46 sp=0.01 | BUY@0.45 | bal=0.00 | 142s to start
[MM] bb=0.45 ba=0.46 sp=0.01 | BUY@0.45 | bal=0.00 | 140s to start
[MM] bb=0.45 ba=0.46 sp=0.01 | BUY@0.45 | bal=0.00 | 131s to start
[MM] BUY reported filled @ 0.45, waiting for settlement...
[MM] Settlement confirmed: 6.00sh
[SELL] SELL 6sh @ 0.45  oid=0xd9456a61be1304db93b981dd604b863d8ebd0166bbeabc4afeaccd1bf5600df0
[MM] bb=0.44 ba=0.45 | SELL@0.45 bought@0.45 LOSS:+0.00 | bal=6.00 | 117.7s left
[MM] bb=0.44 ba=0.45 | SELL@0.45 bought@0.45 LOSS:+0.00 | bal=6.00 | 116.3s left
[MM] bb=0.44 ba=0.45 | SELL@0.45 bought@0.45 LOSS:+0.00 | bal=6.00 | 114.9s left
[MM] bb=0.44 ba=0.45 | SELL@0.45 bought@0.45 LOSS:+0.00 | bal=6.00 | 113.5s left
[MM] bb=0.44 ba=0.45 | SELL@0.45 bought@0.45 LOSS:+0.00 | bal=6.00 | 112.1s left
[MM] bb=0.44 ba=0.45 | SELL@0.45 bought@0.45 LOSS:+0.00 | bal=6.00 | 110.7s left
[MM] bb=0.44 ba=0.45 | SELL@0.45 bought@0.45 LOSS:+0.00 | bal=6.00 | 109.3s left
[MM] bb=0.44 ba=0.45 | SELL@0.45 bought@0.45 LOSS:+0.00 | bal=6.00 | 107.9s left
[MM] bb=0.44 ba=0.45 | SELL@0.45 bought@0.45 LOSS:+0.00 | bal=6.00 | 106.5s left
[MM] bb=0.44 ba=0.45 | SELL@0.45 bought@0.45 LOSS:+0.00 | bal=6.00 | 105.1s left
[MM] bb=0.44 ba=0.45 | SELL@0.45 bought@0.45 LOSS:+0.00 | bal=6.00 | 103.7s left
[MM] bb=0.44 ba=0.45 | SELL@0.45 bought@0.45 LOSS:+0.00 | bal=6.00 | 102.3s left
[MM] bb=0.44 ba=0.45 | SELL@0.45 bought@0.45 LOSS:+0.00 | bal=6.00 | 100.9s left
[MM] bb=0.44 ba=0.45 | SELL@0.45 bought@0.45 LOSS:+0.00 | bal=6.00 | 99.5s left
[MM] bb=0.44 ba=0.45 | SELL@0.45 bought@0.45 LOSS:+0.00 | bal=6.00 | 98.1s left
[SELL] cancelled 0xd9456a61be1304...
[SELL] SELL 6sh @ 0.44  oid=0x59cabd04f9babd5c2338bcd7c69e62a666361d2cbe9fbacde4fe2fc9125a5ebd
[MM] bb=0.43 ba=0.45 | SELL@0.44 bought@0.45 LOSS:-0.06 | bal=6.00 | 96.7s left
[MM] bb=0.43 ba=0.44 | SELL@0.44 bought@0.45 LOSS:-0.06 | bal=6.00 | 95.0s left
[MM] bb=0.43 ba=0.44 | SELL@0.44 bought@0.45 LOSS:-0.06 | bal=6.00 | 93.7s left
[MM] bb=0.43 ba=0.44 | SELL@0.44 bought@0.45 LOSS:-0.06 | bal=6.00 | 92.3s left
[MM] bb=0.43 ba=0.44 | SELL@0.44 bought@0.45 LOSS:-0.06 | bal=6.00 | 90.8s left
[MM] bb=0.43 ba=0.44 | SELL@0.44 bought@0.45 LOSS:-0.06 | bal=6.00 | 89.4s left
[MM] bb=0.43 ba=0.44 | SELL@0.44 bought@0.45 LOSS:-0.06 | bal=6.00 | 88.0s left
[MM] bb=0.43 ba=0.44 | SELL@0.44 bought@0.45 LOSS:-0.06 | bal=6.00 | 86.6s left
[MM] bb=0.43 ba=0.44 | SELL@0.44 bought@0.45 LOSS:-0.06 | bal=6.00 | 85.2s left
[MM] SELL matched, waiting for settlement... bal=6.00
[MM] Sell pending settlement... bal=6.00
[MM] Position closed (bal=0.00)
[MM] Profit: $-0.06
[MM] Round 1 done, verifying position closed...
[ROUND] Settlement confirmed: bal=0.00
[MM] Side: DN (bid depth DN=4544 vs UP=3732)
[MM] --- Round 2 (DN) ---
[BUY] BUY 6sh @ 0.44  oid=0x9517cf90cc206e932cf5b9c495ad61c8876eb345a7f2596c55f2c5d6cb33c26b
[MM] bb=0.44 ba=0.45 sp=0.01 | BUY@0.44 | bal=0.00 | 71s to start
[ORD] retry 1/2: PolyApiException[status_code=None, error_message=Request exception!]
[MM] bb=0.44 ba=0.45 sp=0.01 | BUY@0.44 | bal=0.00 | 60s to start
[MM] bb=0.44 ba=0.45 sp=0.01 | BUY@0.44 | bal=0.00 | 51s to start
[MM] bb=0.44 ba=0.45 sp=0.01 | BUY@0.44 | bal=0.00 | 41s to start
[MM] Side: UP (bid depth UP=4099 vs DN=3380)
[BUY] cancelled 0x9517cf90cc206e...
[BUY] BUY 6sh @ 0.55  oid=0xbcd3531a867bc2c7b7eda001c3a019d0873f943bfe97e2e920d4979132511a2a
[BUY] cancelled 0xbcd3531a867bc2...
[BUY] BUY 6sh @ 0.56  oid=0x8e986bd7cfb0ec06fc886dfdcb3965d920624e4fe02d339a069ce43f2011b1f2
[MM] bb=0.56 ba=0.57 sp=0.01 | BUY@0.56 | bal=0.00 | 31s to start
[BUY] cancelled 0x8e986bd7cfb0ec...
[BUY] BUY 6sh @ 0.58  oid=0x7f4107549f54a1d0860290ba56b76ad760864391c197504dd7dbcbe2aacdb776
[MM] bb=0.58 ba=0.59 sp=0.01 | BUY@0.58 | bal=0.00 | 21s to start
[MM] bb=0.58 ba=0.59 sp=0.01 | BUY@0.58 | bal=0.00 | 12s to start
[MM] bb=0.58 ba=0.59 sp=0.01 | BUY@0.58 | bal=0.00 | 10s to start
[BUY] cancelled 0x7f4107549f54a1...
[BUY] BUY 6sh @ 0.59  oid=0xb1b34533aed6a808444bdeb711a46df04e25820dd145053b099e573894fac65c
[BUY] cancelled 0xb1b34533aed6a8...
[BUY] BUY 6sh @ 0.60  oid=0x797b02c67fb8f970c15b9aae2c4cabc3fc75add9f81d5e579ede720c0fca700b
[BUY] cancelled 0x797b02c67fb8f9...
[BUY] BUY 6sh @ 0.61  oid=0x7d9325dba06b2899d5445c8b0ab83211816351efee5370f5c3a726003ee89fa2
[MM] bb=0.60 ba=0.63 sp=0.03 | BUY@0.61 | bal=0.00 | 2s to start
[BUY] cancelled 0x7d9325dba06b28...
[MM] Candle started, no position. Done.
[MM] --- main loop #13 @ 04:00:05 UTC ---
[MM] Streak: 0x NONE → enter 600s before start
[MM] next: Bitcoin Up or Down - March 31, 12:15AM-12:30AM ET in 894s, waiting 294s
[MM] --- main loop #14 @ 04:05:00 UTC ---
[MM] Streak: 6x DN → enter 300s before start
[MM] next: Bitcoin Up or Down - March 31, 12:15AM-12:30AM ET in 599s, waiting 299s
[MM] --- main loop #15 @ 04:10:02 UTC ---
[MM] Streak: 6x DN → enter 300s before start

[MM] ==================================================
[MM] Bitcoin Up or Down - March 31, 12:15AM-12:30AM ET
[MM] start=2026-03-31T04:15:00+00:00  sell_deadline=+0s
[MM] Side: DN (bid depth DN=3843 vs UP=917)
[MM] Trading DN token=42090721367115936471...
[MM] Balance: $16.81
[MM] --- Round 1 (DN) ---
[BUY] BUY 6sh @ 0.46  oid=0x022958bef2d616f8fee4cdf55c9f55e245ff51f89a10aae8b60d0974fd91eb30
[MM] bb=0.46 ba=0.47 sp=0.01 | BUY@0.46 | bal=0.00 | 291s to start
[MM] bb=0.46 ba=0.47 sp=0.01 | BUY@0.46 | bal=0.00 | 282s to start
[MM] bb=0.46 ba=0.47 sp=0.01 | BUY@0.46 | bal=0.00 | 280s to start
[MM] bb=0.46 ba=0.47 sp=0.01 | BUY@0.46 | bal=0.00 | 271s to start
[MM] bb=0.46 ba=0.47 sp=0.01 | BUY@0.46 | bal=0.00 | 262s to start
[MM] bb=0.46 ba=0.47 sp=0.01 | BUY@0.46 | bal=0.00 | 260s to start
[BUY] cancelled 0x022958bef2d616...
[MM] BUY confirmed by balance: 5.37sh (price est 0.46)
[SELL] SELL 5sh @ 0.46  oid=0x8b51848c25b2141efc14c1621e2465d07d69ede1d6fbd5a381a9fcbbc87738ba
[MM] bb=0.45 ba=0.47 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=5.37 | 257.9s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=5.37 | 256.5s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=5.37 | 255.0s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=5.37 | 253.6s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=5.37 | 252.3s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=5.37 | 250.8s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=5.37 | 249.4s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=5.37 | 248.0s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=5.37 | 246.6s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=5.37 | 245.2s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=5.37 | 243.8s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=5.37 | 242.4s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=5.37 | 241.0s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=5.37 | 239.6s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=5.37 | 238.2s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=5.37 | 236.8s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=5.37 | 235.4s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=5.37 | 234.0s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=5.37 | 232.6s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=5.37 | 231.2s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=5.37 | 229.8s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=5.37 | 228.4s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=5.37 | 227.1s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=5.37 | 225.7s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=5.37 | 224.2s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=5.37 | 222.8s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=5.37 | 221.4s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=5.37 | 220.0s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=5.37 | 218.6s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=5.37 | 217.2s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=5.37 | 215.8s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=5.37 | 214.4s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=5.37 | 213.0s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=5.37 | 211.6s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=5.37 | 210.2s left
[MM] bb=0.45 ba=0.46 | SELL@0.46 bought@0.46 LOSS:+0.00 | bal=5.37 | 208.8s left
[SELL] cancelled 0x8b51848c25b214...
[SELL] SELL 5sh @ 0.45  oid=0x8e45f190c9697a9b721df6b256af2ec105237dc6eba276e875eeb080a97183cb
[MM] bb=0.44 ba=0.46 | SELL@0.45 bought@0.46 LOSS:-0.05 | bal=5.37 | 207.5s left
[MM] bb=0.44 ba=0.45 | SELL@0.45 bought@0.46 LOSS:-0.05 | bal=5.37 | 205.8s left
[MM] bb=0.44 ba=0.45 | SELL@0.45 bought@0.46 LOSS:-0.05 | bal=5.37 | 204.4s left
[MM] bb=0.44 ba=0.45 | SELL@0.45 bought@0.46 LOSS:-0.05 | bal=5.37 | 203.0s left
[MM] bb=0.44 ba=0.45 | SELL@0.45 bought@0.46 LOSS:-0.05 | bal=5.37 | 201.6s left
[MM] bb=0.44 ba=0.45 | SELL@0.45 bought@0.46 LOSS:-0.05 | bal=5.37 | 200.2s left
[MM] bb=0.44 ba=0.45 | SELL@0.45 bought@0.46 LOSS:-0.05 | bal=5.37 | 198.8s left
[MM] bb=0.44 ba=0.45 | SELL@0.45 bought@0.46 LOSS:-0.05 | bal=5.37 | 197.4s left
[MM] bb=0.44 ba=0.45 | SELL@0.45 bought@0.46 LOSS:-0.05 | bal=5.37 | 196.0s left
[MM] bb=0.44 ba=0.45 | SELL@0.45 bought@0.46 LOSS:-0.05 | bal=5.37 | 194.6s left
[MM] bb=0.44 ba=0.45 | SELL@0.45 bought@0.46 LOSS:-0.05 | bal=5.37 | 193.2s left
[MM] AVERAGING: market dropped 3¢ (bought@0.46, bb=0.43)
[AVG] cancelled 0x8e45f190c9697a...
[AVG-BUY] BUY 6sh @ 0.43  oid=0x522f147547da831ff70162a11d4cdc276e1ccd3fead9414aaa066df84c3d0866
[MM] AVERAGED: 11sh, avg@0.4442, sell@0.45
[SELL] SELL 11sh @ 0.45  oid=0xb0f98a1c02fe50756667b25ec93dbe00d3bceb20ea2c56bdd9199838dd6157a1
[MM] bb=0.41 ba=0.44 | SELL@0.45 bought@0.44 PROFIT:+0.07 | bal=11.37 | 164.1s left
[MM] bb=0.41 ba=0.44 | SELL@0.45 bought@0.44 PROFIT:+0.07 | bal=11.37 | 162.7s left
[MM] bb=0.40 ba=0.42 | SELL@0.45 bought@0.44 PROFIT:+0.07 | bal=11.37 | 161.3s left
[MM] bb=0.39 ba=0.41 | SELL@0.45 bought@0.44 PROFIT:+0.07 | bal=11.37 | 159.9s left
[MM] bb=0.39 ba=0.41 | SELL@0.45 bought@0.44 PROFIT:+0.07 | bal=11.37 | 158.5s left
[MM] bb=0.39 ba=0.41 | SELL@0.45 bought@0.44 PROFIT:+0.07 | bal=11.37 | 157.1s left
[MM] bb=0.39 ba=0.41 | SELL@0.45 bought@0.44 PROFIT:+0.07 | bal=11.37 | 154.6s left
[MM] bb=0.39 ba=0.41 | SELL@0.45 bought@0.44 PROFIT:+0.07 | bal=11.37 | 153.2s left
[MM] bb=0.40 ba=0.41 | SELL@0.45 bought@0.44 PROFIT:+0.07 | bal=11.37 | 151.8s left
[MM] bb=0.40 ba=0.41 | SELL@0.45 bought@0.44 PROFIT:+0.07 | bal=11.37 | 150.4s left
[MM] bb=0.40 ba=0.41 | SELL@0.45 bought@0.44 PROFIT:+0.07 | bal=11.37 | 149.0s left
[MM] bb=0.40 ba=0.41 | SELL@0.45 bought@0.44 PROFIT:+0.07 | bal=11.37 | 147.6s left
[MM] bb=0.40 ba=0.41 | SELL@0.45 bought@0.44 PROFIT:+0.07 | bal=11.37 | 146.2s left
[MM] bb=0.40 ba=0.41 | SELL@0.45 bought@0.44 PROFIT:+0.07 | bal=11.37 | 144.8s left
[MM] bb=0.40 ba=0.41 | SELL@0.45 bought@0.44 PROFIT:+0.07 | bal=11.37 | 143.4s left
[MM] bb=0.40 ba=0.41 | SELL@0.45 bought@0.44 PROFIT:+0.07 | bal=11.37 | 142.0s left
[MM] bb=0.40 ba=0.41 | SELL@0.45 bought@0.44 PROFIT:+0.07 | bal=11.37 | 140.6s left
[MM] bb=0.40 ba=0.41 | SELL@0.45 bought@0.44 PROFIT:+0.07 | bal=11.37 | 139.2s left
[MM] bb=0.40 ba=0.41 | SELL@0.45 bought@0.44 PROFIT:+0.07 | bal=11.37 | 137.8s left
[MM] bb=0.40 ba=0.41 | SELL@0.45 bought@0.44 PROFIT:+0.07 | bal=11.37 | 136.4s left
[MM] bb=0.40 ba=0.41 | SELL@0.45 bought@0.44 PROFIT:+0.07 | bal=11.37 | 135.0s left
[MM] bb=0.40 ba=0.41 | SELL@0.45 bought@0.44 PROFIT:+0.07 | bal=11.37 | 133.6s left
[MM] bb=0.40 ba=0.41 | SELL@0.45 bought@0.44 PROFIT:+0.07 | bal=11.37 | 132.2s left
[MM] bb=0.40 ba=0.41 | SELL@0.45 bought@0.44 PROFIT:+0.07 | bal=11.37 | 130.8s left
